I1,P(IPO),P(H),P(L),S2,P(Mid),C6_Prime,Y1,Y2
FB,3.6375861597263857,3.3619754067989636,3.5263605246161616,4.653960350157523,3.58351893845611,1.7710976153043514,0,1
FCL,3.091042453358316,2.6684016487219453,2.833213344056216,5.236441962829949,2.8903717578961645,2.811442217672497,0,0
FFN,2.302585092994046,2.2894284851066633,2.302585092994046,5.43372200355424,2.3978952727983707,0.0,1,0
FIO,2.9444389791664403,2.620741394208897,2.772588722239781,4.700480365792417,2.833213344056216,2.274366019525953,0,1
FIRE,2.70805020110221,2.4101422641752306,2.4849066497880004,5.003946305945459,2.5649493574615367,2.4871131731971623,0,1
FIVE,2.833213344056216,2.5712815906582356,2.70805020110221,4.343805421853684,2.772588722239781,1.8420157493201932,0,1
FLT,3.1354942159291497,2.9624960684073707,3.1354942159291497,5.0369526024136295,3.1986731175506815,0.0,1,1
FLTX,2.833213344056216,2.5712815906582356,2.70805020110221,5.384495062789089,2.772588722239781,1.8420157493201932,0,1
FN,2.302585092994046,2.4101422641752306,2.4849066497880004,4.976733742420574,2.5649493574615367,0.0,1,1
FNET,2.1972245773362196,2.3513346877207577,2.3978952727983707,4.276666119016055,2.4849066497880004,0.0,1,1
FOLD,2.70805020110221,2.519842099789747,2.6390573296152584,4.3694478524670215,2.70805020110221,0.0,0,0
FOXH,2.6390573296152584,2.4101422641752306,2.4849066497880004,3.784189633918261,2.5649493574615367,1.9740230337485711,0,1
FRAN,2.833213344056216,2.519842099789747,2.6390573296152584,5.003946305945459,2.70805020110221,2.371262202993375,0,1
FRP,2.917770732084279,2.7144176165949063,2.8903717578961645,4.762173934797756,2.9444389791664403,0.0,1,0
FSL,2.8903717578961645,2.8844991406148166,3.091042453358316,5.993961427306569,3.1354942159291497,0.0,1,1
FSLR,2.995732273553991,2.6684016487219453,2.833213344056216,5.231108616854587,2.8903717578961645,2.2314431669405645,0,1
FSTC,2.4849066497880004,2.4101422641752306,2.4849066497880004,4.248495242049359,2.5649493574615367,0.0,1,0
FTD,2.5649493574615367,2.4101422641752306,2.4849066497880004,4.290459441148391,2.5649493574615367,0.0,0,1
FTNT,2.5257286443082556,2.2239800905693157,2.1972245773362196,4.875197323201151,2.302585092994046,2.924017738212866,0,0
FUQI,2.1972245773362196,2.080083823051904,1.9459101490553132,4.406719247264253,2.0794415416798357,2.320794416806389,0,1
G,2.6390573296152584,2.620741394208897,2.772588722239781,4.727387818712341,2.833213344056216,0.0,1,1
GASS,2.6741486494265287,2.519842099789747,2.6390573296152584,4.060443010546419,2.70805020110221,0.0,1,0
GEVO,2.70805020110221,2.46621207433047,2.5649493574615367,4.941642422609304,2.6390573296152584,1.9258567855541788,0,1
GGL,2.8903717578961645,2.620741394208897,2.772588722239781,4.430816798843313,2.833213344056216,1.805165505978112,0,1
GGS,2.4849066497880004,2.5712815906582356,2.70805020110221,4.718498871295094,2.772588722239781,0.0,1,0
GGXY,2.6390573296152584,2.3513346877207577,2.3978952727983707,4.330733340286331,2.4849066497880004,2.5543647746451774,0,1
GHDX,2.4849066497880004,2.4101422641752306,2.4849066497880004,3.8066624897703196,2.5649493574615367,0.0,1,0
GKIS,2.3978952727983707,2.519842099789747,2.6390573296152584,4.68213122712422,2.70805020110221,0.0,1,1
GLOG,2.6390573296152584,2.620741394208897,2.772588722239781,4.465908118654584,2.833213344056216,0.0,1,0
GLUU,2.4423470353692043,2.2894284851066633,2.302585092994046,5.1298987149230735,2.3978952727983707,1.6565038123598101,0,1
GMAN,2.3978952727983707,2.46621207433047,2.5649493574615367,4.48863636973214,2.6390573296152584,0.0,1,1
GMED,2.4849066497880004,2.3513346877207577,2.4849066497880004,4.9344739331306915,2.5257286443082556,0.0,1,1
GMET,2.302585092994046,2.46621207433047,2.5649493574615367,5.043425116919247,2.6390573296152584,0.0,1,0
GMTN,2.772588722239781,2.519842099789747,2.6390573296152584,3.9512437185814275,2.70805020110221,1.8820720577620569,0,1
GNMK,1.791759469228055,1.9129311827723894,1.791759469228055,4.574710978503383,1.8718021769015913,0.0,1,0
GNOM,2.1972245773362196,2.4101422641752306,2.4849066497880004,4.969813299576001,2.5649493574615367,0.0,1,0
GNRC,2.5649493574615367,2.5712815906582356,2.70805020110221,5.25227342804663,2.772588722239781,0.0,1,0
GOLF,2.4423470353692043,2.519842099789747,2.6390573296152584,4.762173934797756,2.70805020110221,0.0,1,0
GOOG,4.442651256490317,5.129927840030091,4.68213122712422,4.465908118654584,4.799914262780603,0.0,1,0
GRPN,2.995732273553991,2.620741394208897,2.772588722239781,4.770684624465665,2.833213344056216,2.6034991753306884,0,1
GSAT,2.833213344056216,2.620741394208897,2.772588722239781,5.429345628954441,2.833213344056216,0.0,0,0
GSE,2.1972245773362196,2.2239800905693157,2.0794415416798357,5.3230099791384085,2.2512917986064953,0.0,1,1
GTEC,2.5649493574615367,2.519842099789747,2.6390573296152584,4.356708826689592,2.70805020110221,0.0,1,1
GTOP,2.1972245773362196,2.3513346877207577,2.1972245773362196,4.07753744390572,2.3978952727983707,0.0,1,1
GTXI,2.6741486494265287,2.46621207433047,2.5649493574615367,3.912023005428146,2.6390573296152584,1.5285535436643993,0,0
GUID,2.4423470353692043,2.4384994805366564,2.5257286443082556,5.176149732573829,2.6026896854443837,0.0,1,1
GWAY,2.302585092994046,2.3513346877207577,2.3978952727983707,4.30406509320417,2.4849066497880004,0.0,1,1
GXDX,2.833213344056216,2.519842099789747,2.6390573296152584,4.8283137373023015,2.70805020110221,2.371262202993375,0,1
HCA,3.4011973816621555,3.107232505953859,3.295836866004329,5.662960480135946,3.349904087274605,1.739464085489495,0,1
HCCI,2.4423470353692043,2.320794416806389,2.3513752571634776,4.110873864173311,2.4423470353692043,0.0,0,1
HEES,2.8903717578961645,2.5712815906582356,2.70805020110221,5.030437921392435,2.772588722239781,2.320794416806389,0,1
HEM,1.7047480922384253,2.0,1.791759469228055,3.912023005428146,1.9459101490553132,0.0,1,1
HERO,2.995732273553991,2.7144176165949063,2.8903717578961645,4.634728988229636,2.9444389791664403,1.739464085489495,0,0
HGG,2.5649493574615367,2.5712815906582356,2.70805020110221,4.343805421853684,2.772588722239781,0.0,1,1
HIRE,2.70805020110221,2.5712815906582356,2.70805020110221,4.2626798770413155,2.772588722239781,0.0,1,0
HITT,2.833213344056216,2.519842099789747,2.6390573296152584,4.219507705176107,2.70805020110221,2.371262202993375,0,1
HLYS,3.044522437723423,2.620741394208897,2.772588722239781,4.2626798770413155,2.833213344056216,2.8655216231663623,0,1
HNSN,2.4849066497880004,2.3513346877207577,2.3978952727983707,4.454347296253507,2.4849066497880004,0.0,0,1
HOO,2.4849066497880004,2.3513346877207577,2.4849066497880004,5.356586274672012,2.5257286443082556,0.0,1,0
HPTX,2.302585092994046,2.3513346877207577,2.3978952727983707,4.584967478670572,2.4849066497880004,0.0,1,1
HPY,2.8903717578961645,2.519842099789747,2.6390573296152584,4.990432586778736,2.70805020110221,2.7144176165949063,0,1
HRZ,2.302585092994046,2.5712815906582356,2.70805020110221,4.406719247264253,2.772588722239781,0.0,1,1
HS,2.970414465569701,2.620741394208897,2.772588722239781,4.897839799950911,2.833213344056216,2.449986525148223,0,1
HTZ,2.70805020110221,2.620741394208897,2.772588722239781,5.332718793265369,2.833213344056216,0.0,1,1
HUN,3.1354942159291497,2.843866979851566,3.044522437723423,6.131226489483141,3.091042453358316,1.6565038123598101,0,1
HURN,2.70805020110221,2.519842099789747,2.6390573296152584,3.871201010907891,2.70805020110221,0.0,0,1
IBI,2.70805020110221,2.5712815906582356,2.70805020110221,4.189654742026425,2.772588722239781,0.0,1,1
ICFI,2.4849066497880004,2.519842099789747,2.6390573296152584,4.290459441148391,2.70805020110221,0.0,1,1
ICPT,2.70805020110221,2.46621207433047,2.5649493574615367,4.68213122712422,2.6390573296152584,1.9258567855541788,0,1
ICXT,2.772588722239781,2.6684016487219453,2.833213344056216,5.313205979041787,2.8903717578961645,0.0,1,0
IFO,1.791759469228055,1.866255578408624,1.7047480922384253,3.6375861597263857,1.791759469228055,0.0,0,0
IKAN,2.4849066497880004,2.2894284851066633,2.302585092994046,6.8501261661455,2.3978952727983707,2.087064022423232,0,1
IL,2.5649493574615367,2.519842099789747,2.6390573296152584,5.4116460518550396,2.70805020110221,0.0,1,0
ILSE,2.5649493574615367,2.3513346877207577,2.3978952727983707,4.477336814478207,2.4849066497880004,2.027400665191134,0,1
IMI,2.302585092994046,2.4101422641752306,2.4849066497880004,4.812184355372417,2.5649493574615367,0.0,1,0
IMMC,2.0794415416798357,2.2239800905693157,2.1972245773362196,4.110873864173311,2.302585092994046,0.0,1,1
INCX,2.0794415416798357,2.1544346900318834,2.0794415416798357,3.7376696182833684,2.1972245773362196,0.0,1,0
INET,2.0794415416798357,2.2894284851066633,2.302585092994046,4.3694478524670215,2.3978952727983707,0.0,1,0
INHX,1.9459101490553132,2.2894284851066633,2.302585092994046,4.060443010546419,2.3978952727983707,0.0,1,1
INPC,2.9444389791664403,2.5712815906582356,2.70805020110221,4.709530201312334,2.772588722239781,2.656646422956528,0,1
INVN,2.0149030205422647,2.040827550958674,1.9459101490553132,4.382026634673881,2.0476928433652555,0.0,1,1
INWK,2.1972245773362196,2.080083823051904,2.0794415416798357,3.5553480614894135,2.1400661634962708,1.805165505978112,0,1
IOMI,1.9459101490553132,2.080083823051904,1.9459101490553132,4.23410650459726,2.0794415416798357,0.0,1,0
IPAS,2.6390573296152584,2.2239800905693157,2.1972245773362196,4.007333185232471,2.302585092994046,3.4199518933533937,0,1
IPCM,2.772588722239781,2.5712815906582356,2.70805020110221,4.787491742782046,2.772588722239781,0.0,0,1
IPDN,2.0794415416798357,2.2894284851066633,2.302585092994046,3.970291913552122,2.3978952727983707,0.0,1,0
IPGP,2.803360380906535,2.493315476119323,2.6026896854443837,4.68213122712422,2.6741486494265287,2.39821067139974,0,1
IPHI,2.4849066497880004,2.2894284851066633,2.302585092994046,4.997212273764115,2.3978952727983707,2.087064022423232,0,1
IPHS,2.4849066497880004,2.3513346877207577,2.4849066497880004,5.198497031265826,2.5257286443082556,0.0,1,1
IPI,3.4657359027997265,3.0723168256858475,3.295836866004329,4.890349128221754,3.332204510175204,2.4264275032025866,0,1
IPMT,2.772588722239781,2.519842099789747,2.6390573296152584,4.330733340286331,2.70805020110221,1.8820720577620569,0,1
IRWD,2.4203681286504293,2.519842099789747,2.6390573296152584,4.983606621708336,2.70805020110221,0.0,1,1
ISLN,2.5649493574615367,2.2894284851066633,2.3978952727983707,4.382026634673881,2.4423470353692043,2.353953102676801,0,1
ITC,3.1354942159291497,2.7589241763811208,2.9444389791664403,4.48863636973214,2.995732273553991,2.46621207433047,0,0
ITLN,1.791759469228055,2.2239800905693157,2.1972245773362196,4.394449154672439,2.302585092994046,0.0,1,1
IVII,2.6390573296152584,2.3513346877207577,2.3978952727983707,4.836281906951478,2.4849066497880004,2.5543647746451774,0,1
IWA,2.9444389791664403,2.7144176165949063,2.8903717578961645,4.787491742782046,2.9444389791664403,0.0,0,1
JOR,2.302585092994046,2.3513346877207577,2.3978952727983707,4.820281565605037,2.4849066497880004,0.0,1,0
KAR,2.4849066497880004,2.5712815906582356,2.70805020110221,5.049856007249537,2.772588722239781,0.0,1,1
KBAY,2.5649493574615367,2.46621207433047,2.5649493574615367,4.77912349311153,2.6390573296152584,0.0,1,1
KCI,3.4011973816621555,3.0723168256858475,3.295836866004329,4.795790545596741,3.332204510175204,1.9258567855541788,0,1
KEYW,2.302585092994046,2.2894284851066633,2.302585092994046,4.406719247264253,2.3978952727983707,0.0,1,1
KIOR,2.70805020110221,2.7589241763811208,2.9444389791664403,4.499809670330265,2.995732273553991,0.0,1,0
KIPS,2.0794415416798357,0.0,2.0794415416798357,4.77912349311153,1.3862943611198906,4.641588833612778,0,0
KNOL,2.1972245773362196,2.4101422641752306,2.4849066497880004,4.330733340286331,2.5649493574615367,0.0,1,1
KNTA,1.9459101490553132,2.1544346900318834,2.0794415416798357,3.5263605246161616,2.1972245773362196,0.0,1,1
KNXA,2.4849066497880004,2.519842099789747,2.6390573296152584,4.584967478670572,2.70805020110221,0.0,1,1
KONA,2.3978952727983707,2.2239800905693157,2.302585092994046,4.204692619390966,2.3513752571634776,1.682390865739974,0,1
KORS,2.995732273553991,2.6684016487219453,2.833213344056216,4.5217885770490405,2.8903717578961645,2.2314431669405645,0,1
KRA,2.6026896854443837,2.620741394208897,2.772588722239781,5.043425116919247,2.833213344056216,0.0,1,1
LDIS,2.6390573296152584,2.4101422641752306,2.4849066497880004,3.9318256327243257,2.5649493574615367,1.9740230337485711,0,0
LGBT,2.1972245773362196,2.2239800905693157,2.1972245773362196,4.1588830833596715,2.302585092994046,0.0,1,1
LHCG,2.6390573296152584,2.4101422641752306,2.4849066497880004,4.61512051684126,2.5649493574615367,1.9740230337485711,0,1
LIMC,2.3978952727983707,2.2571787177370006,2.2512917986064953,3.9512437185814275,2.3513752571634776,1.682390865739974,0,1
LIMS,2.6026896854443837,2.493315476119323,2.6026896854443837,4.454347296253507,2.6741486494265287,0.0,1,1
LINC,2.995732273553991,2.7589241763811208,2.9444389791664403,4.31748811353631,2.995732273553991,0.0,0,1
LLNW,2.70805020110221,2.4101422641752306,2.4849066497880004,4.976733742420574,2.5649493574615367,2.4871131731971623,0,1
LMAT,1.9459101490553132,2.1544346900318834,2.0794415416798357,5.017279836814924,2.1972245773362196,0.0,1,0
LNKD,3.8066624897703196,3.5568933044900626,3.7376696182833684,4.330733340286331,3.7727609380946383,1.5107780534895245,0,1
LOCK,2.1972245773362196,2.2571787177370006,2.2512917986064953,5.3612921657094255,2.3513752571634776,0.0,1,0
LOGM,2.772588722239781,2.519842099789747,2.6390573296152584,4.68213122712422,2.70805020110221,1.8820720577620569,0,1
LPI,2.833213344056216,2.7144176165949063,2.8903717578961645,5.327876168789581,2.9444389791664403,0.0,1,1
LPR,2.5649493574615367,2.7144176165949063,2.8903717578961645,4.927253685157205,2.9444389791664403,0.0,1,0
LQDT,2.302585092994046,2.2239800905693157,2.1972245773362196,3.970291913552122,2.302585092994046,0.0,0,1
LTM,2.917770732084279,2.6684016487219453,2.833213344056216,3.8066624897703196,2.8903717578961645,1.4057211088362485,0,1
LULU,2.8903717578961645,2.5712815906582356,2.70805020110221,5.0238805208462765,2.772588722239781,2.320794416806389,0,0
LUNA,1.791759469228055,2.0,1.791759469228055,3.970291913552122,1.9459101490553132,0.0,1,0
LVS,3.367295829986474,2.9624960684073707,3.1780538303479458,4.718498871295094,3.2188758248682006,2.519842099789747,0,1
MA,3.6635616461296463,3.5033980603867243,3.6888794541139363,4.6913478822291435,3.7256934272366524,0.0,1,0
MACK,1.9459101490553132,2.1544346900318834,2.0794415416798357,4.852030263919617,2.1972245773362196,0.0,1,0
MAKO,2.302585092994046,2.2239800905693157,2.302585092994046,4.605170185988092,2.3513752571634776,0.0,1,0
MANU,2.6390573296152584,2.7144176165949063,2.772588722239781,4.59511985013459,2.8903717578961645,0.0,1,0
MAPP,2.4849066497880004,2.519842099789747,2.6390573296152584,4.060443010546419,2.70805020110221,0.0,1,1
MASI,2.833213344056216,2.620741394208897,2.772588722239781,5.209486152841421,2.833213344056216,0.0,0,1
MATH,1.791759469228055,2.0,1.791759469228055,4.189654742026425,1.9459101490553132,0.0,1,0
MBLX,2.6390573296152584,2.4101422641752306,2.4849066497880004,4.5217885770490405,2.5649493574615367,1.9740230337485711,0,1
MBRX,1.9459101490553132,2.3513346877207577,2.3978952727983707,3.5263605246161616,2.4849066497880004,0.0,1,0
MCP,2.6390573296152584,2.5712815906582356,2.70805020110221,4.6913478822291435,2.772588722239781,0.0,1,0
MDAS,2.772588722239781,2.519842099789747,2.6390573296152584,5.198497031265826,2.70805020110221,1.8820720577620569,0,1
MDMD,2.4423470353692043,2.519842099789747,2.6390573296152584,4.543294782270004,2.70805020110221,0.0,1,0
MDSO,2.6390573296152584,2.3513346877207577,2.3978952727983707,5.087596335232384,2.4849066497880004,2.5543647746451774,0,0
MEDE,2.302585092994046,2.3811015779522995,2.4423470353692043,5.662960480135946,2.5257286443082556,0.0,1,0
MEDH,2.0794415416798357,2.2894284851066633,2.302585092994046,4.875197323201151,2.3978952727983707,0.0,1,1
MELA,1.6094379124341003,1.866255578408624,1.7047480922384253,3.8501476017100584,1.791759469228055,0.0,1,1
MEMS,2.302585092994046,2.3513346877207577,2.3978952727983707,4.663439094112067,2.4849066497880004,0.0,1,1
MEND,2.3978952727983707,2.4101422641752306,2.4849066497880004,4.836281906951478,2.5649493574615367,0.0,1,1
MFLX,2.302585092994046,2.4101422641752306,2.4849066497880004,4.5217885770490405,2.5649493574615367,0.0,1,1
MG,2.5257286443082556,2.519842099789747,2.6390573296152584,5.030437921392435,2.70805020110221,0.0,1,1
MHGC,2.995732273553991,2.7589241763811208,2.9444389791664403,4.74493212836325,2.995732273553991,0.0,0,0
MIPI,2.6390573296152584,2.519842099789747,2.6390573296152584,4.382026634673881,2.70805020110221,0.0,1,1
MJN,3.1780538303479458,2.8844991406148166,3.044522437723423,4.709530201312334,3.1135153092103742,1.8820720577620569,0,1
MKTG,2.4849066497880004,2.1544346900318834,2.1400661634962708,4.48863636973214,2.224623551524334,3.0978733152070044,0,1
MLNX,2.833213344056216,2.519842099789747,2.6390573296152584,4.477336814478207,2.70805020110221,2.371262202993375,0,1
MM,2.5649493574615367,2.2239800905693157,2.1972245773362196,4.68213122712422,2.302585092994046,3.107232505953859,0,1
MNKD,2.6390573296152584,2.46621207433047,2.5649493574615367,4.110873864173311,2.6390573296152584,0.0,0,1
MNTA,1.8718021769015913,2.080083823051904,1.9459101490553132,3.295836866004329,2.0794415416798357,0.0,1,1
MOH,2.8622008809294686,2.620741394208897,2.772588722239781,3.332204510175204,2.833213344056216,1.4327608115831811,0,0
MOTR,2.302585092994046,2.2239800905693157,2.302585092994046,5.69035945432406,2.3513752571634776,0.0,1,1
MOTV,2.302585092994046,2.3513346877207577,2.3978952727983707,4.897839799950911,2.4849066497880004,0.0,1,1
MPO,2.5649493574615367,2.620741394208897,2.772588722239781,4.897839799950911,2.833213344056216,0.0,1,1
MPWR,2.1400661634962708,2.080083823051904,1.9459101490553132,5.247024072160486,2.0794415416798357,1.8420157493201932,0,1
MRC,3.044522437723423,2.843866979851566,3.044522437723423,5.796057750765372,3.091042453358316,0.0,1,1
MRIN,2.6390573296152584,2.3513346877207577,2.3978952727983707,4.6913478822291435,2.4849066497880004,2.5543647746451774,0,1
MRT,2.833213344056216,2.519842099789747,2.6390573296152584,5.0238805208462765,2.70805020110221,2.371262202993375,0,1
MTDR,2.4849066497880004,2.519842099789747,2.6390573296152584,5.308267697401205,2.70805020110221,0.0,1,0
MTSI,2.9444389791664403,2.6684016487219453,2.833213344056216,5.0106352940962555,2.8903717578961645,1.7710976153043514,0,1
MUSA,3.044522437723423,2.7144176165949063,2.8903717578961645,5.099866427824199,2.9444389791664403,2.19158741684435,0,0
MXL,2.6390573296152584,2.3513346877207577,2.3978952727983707,4.48863636973214,2.4849066497880004,2.5543647746451774,0,1
MYOG,2.6390573296152584,2.519842099789747,2.6390573296152584,3.970291913552122,2.70805020110221,0.0,1,1
N,3.258096538021482,2.519842099789747,2.5649493574615367,4.23410650459726,2.6741486494265287,4.296451820203281,0,1
NCIT,2.3513752571634776,2.2894284851066633,2.302585092994046,3.5553480614894135,2.3978952727983707,0.0,1,1
NCMI,3.044522437723423,2.7144176165949063,2.8903717578961645,4.51085950651685,2.9444389791664403,2.19158741684435,0,1
NETL,2.4849066497880004,2.4101422641752306,2.4849066497880004,4.90527477843843,2.5649493574615367,0.0,1,0
NEXT,2.6390573296152584,2.519842099789747,2.6390573296152584,4.0943445622221,2.70805020110221,0.0,1,1
NGSX,2.3978952727983707,2.46621207433047,2.5649493574615367,4.02535169073515,2.6390573296152584,0.0,1,0
NGVC,2.70805020110221,2.46621207433047,2.5649493574615367,3.091042453358316,2.6390573296152584,1.9258567855541788,0,1
NHWK,2.772588722239781,2.4101422641752306,2.4849066497880004,4.74493212836325,2.5649493574615367,2.847033872200803,0,1
NILE,3.0204248861443626,2.691606306043642,2.8622008809294686,3.6375861597263857,2.917770732084279,2.2111561970705265,0,1
NLC,2.70805020110221,2.6684016487219453,2.833213344056216,5.209486152841421,2.8903717578961645,0.0,1,1
NLSN,3.1354942159291497,2.8020393306553877,2.995732273553991,6.102558594613569,3.044522437723423,2.1196796658966526,0,1
NOR,2.0794415416798357,2.080083823051904,2.0794415416798357,5.817111159963204,2.1400661634962708,0.0,1,1
NOW,2.8903717578961645,2.5712815906582356,2.70805020110221,4.812184355372417,2.772588722239781,2.320794416806389,0,1
NPTN,2.3978952727983707,2.2239800905693157,2.1972245773362196,5.2832037287379885,2.302585092994046,2.1544346900318834,0,1
NPTT,2.4849066497880004,1.4422495703074083,2.3978952727983707,4.890349128221754,1.9459101490553132,4.149132666831218,0,0
NSE,2.803360380906535,2.7144176165949063,2.8903717578961645,4.820281565605037,2.9444389791664403,0.0,1,1
NSPH,2.6390573296152584,2.519842099789747,2.6390573296152584,4.418840607796598,2.70805020110221,0.0,1,1
NSR,3.091042453358316,2.7144176165949063,2.8903717578961645,4.31748811353631,2.9444389791664403,2.5087413298623935,0,1
NSTC,2.4849066497880004,2.4101422641752306,2.4849066497880004,4.897839799950911,2.5649493574615367,0.0,1,1
NSTR,2.70805020110221,2.4101422641752306,2.4849066497880004,4.1588830833596715,2.5649493574615367,2.4871131731971623,0,1
NTGR,2.6390573296152584,2.2894284851066633,2.302585092994046,4.59511985013459,2.3978952727983707,3.0100671895439572,0,1
NURO,2.0794415416798357,2.2894284851066633,2.302585092994046,4.04305126783455,2.3978952727983707,0.0,1,1
NVT,3.091042453358316,2.8231080866430855,3.0204248861443626,4.875197323201151,3.068052935133617,1.3248819442174422,0,1
NXPI,2.6390573296152584,2.7589241763811208,2.8903717578961645,6.520621127558696,2.970414465569701,0.0,1,0
NXST,2.6390573296152584,2.519842099789747,2.6390573296152584,5.049856007249537,2.70805020110221,0.0,1,0
NXTM,2.302585092994046,2.2894284851066633,2.3978952727983707,4.605170185988092,2.4423470353692043,0.0,1,1
NZ,2.4849066497880004,2.2239800905693157,2.1972245773362196,4.787491742782046,2.302585092994046,2.7144176165949063,0,1
OAS,2.6390573296152584,2.46621207433047,2.5649493574615367,5.236441962829949,2.6390573296152584,0.0,0,1
OCLS,2.0794415416798357,2.1544346900318834,2.0794415416798357,4.941642422609304,2.1972245773362196,0.0,1,1
OCNF,2.9444389791664403,2.7589241763811208,2.9444389791664403,3.6635616461296463,2.995732273553991,0.0,1,1
ODMO,2.1972245773362196,2.1544346900318834,2.1972245773362196,3.9512437185814275,2.2512917986064953,0.0,1,0
OESX,2.5649493574615367,2.4101422641752306,2.4849066497880004,5.225746673713202,2.5649493574615367,0.0,0,1
OLED,2.4849066497880004,2.46621207433047,2.5649493574615367,4.174387269895637,2.6390573296152584,0.0,1,0
OMER,2.302585092994046,2.2894284851066633,2.302585092994046,4.7535901911063645,2.3978952727983707,0.0,1,0
OMPI,2.3978952727983707,2.46621207433047,2.5649493574615367,5.278114659230517,2.6390573296152584,0.0,1,0
OMRI,2.302585092994046,2.5712815906582356,2.70805020110221,4.394449154672439,2.772588722239781,0.0,1,1
ONE,2.4849066497880004,2.5712815906582356,2.70805020110221,4.330733340286331,2.772588722239781,0.0,1,1
OPTM,2.8622008809294686,2.493315476119323,2.6026896854443837,4.31748811353631,2.6741486494265287,2.7452659121946708,0,1
OPTR,1.9459101490553132,2.080083823051904,2.0794415416798357,4.07753744390572,2.1400661634962708,0.0,1,1
OPTT,2.995732273553991,2.8020393306553877,2.995732273553991,4.820281565605037,3.044522437723423,0.0,1,1
OPXT,2.70805020110221,2.46621207433047,2.5649493574615367,4.68213122712422,2.6390573296152584,1.9258567855541788,0,1
ORA,2.70805020110221,2.5712815906582356,2.70805020110221,4.762173934797756,2.772588722239781,0.0,1,1
ORBC,2.3978952727983707,2.4101422641752306,2.4849066497880004,5.0689042022202315,2.5649493574615367,0.0,1,0
OREX,2.4849066497880004,2.3513346877207577,2.3978952727983707,3.828641396489095,2.4849066497880004,0.0,0,1
OSIR,2.3978952727983707,2.3513346877207577,2.3978952727983707,3.7612001156935624,2.4849066497880004,0.0,1,0
OVNT,2.9444389791664403,2.6684016487219453,2.833213344056216,4.927253685157205,2.8903717578961645,1.7710976153043514,0,1
OWW,2.70805020110221,2.620741394208897,2.772588722239781,5.14166355650266,2.833213344056216,0.0,1,0
P,2.772588722239781,2.080083823051904,1.9459101490553132,4.382026634673881,2.0794415416798357,4.641588833612778,0,1
PA,2.8903717578961645,2.7589241763811208,2.9444389791664403,6.075346031088684,2.995732273553991,0.0,1,0
PANW,3.7376696182833684,3.4199518933533937,3.6375861597263857,4.948759890378168,3.6635616461296463,1.9740230337485711,0,1
